Czas w sekundach;Wartość funkcji celu
0;3048
1;2741
2;2622
3;2622
4;2622
5;2622
6;2622
7;2622
8;2622
9;2622
10;2622
11;2622
12;2622
13;2622
14;2622
15;2622
16;2622
17;2622
18;2622
19;2496
20;2496
21;2496
22;2496
23;2479
24;2479
25;2479
26;2479
27;2479
28;2432
29;2432
30;2432
31;2432
32;2432
33;2432
34;2432
35;2432
36;2432
37;2432
38;2432
39;2432
40;2432
41;2432
42;2432
43;2432
44;2432
45;2432
46;2432
47;2432
48;2432
49;2432
50;2432
51;2432
52;2432
53;2432
54;2432
55;2432
56;2432
57;2432
58;2432
59;2432
60;2432
