Czas w sekundach;Wartość funkcji celu
0;24108
1;24108
2;24108
3;24108
4;24108
5;24108
6;24108
7;24108
8;24108
9;24108
10;24108
11;19259
12;15570
13;14067
14;10058
15;9345
16;8440
17;7821
18;7117
19;6777
20;6625
21;6438
22;6438
23;6438
24;6438
25;6438
26;6438
27;6438
28;6438
29;6438
30;6438
31;6438
32;6438
33;6438
34;6438
35;6438
36;6438
37;6438
38;6438
39;6438
40;6438
41;6438
42;6438
43;6438
44;6438
45;6438
46;6438
47;6438
48;6438
49;6438
50;6438
51;6438
52;6438
53;6438
54;6438
55;6438
56;6438
57;6438
58;6438
59;6438
60;6438
