Czas w sekundach;Wartość funkcji celu
0;67024
53 88
21 56
22 57
23 58
43 78
69 104
26 61
33 68
30 65
24 59
61 96
68 103
28 63
0 35
24 59
49 84
34 69
18 53
9 44
0 35
25 60
13 48
11 46
32 67
63 98
2 37
39 74
11 46
20 55
54 89
45 80
23 58
54 89
62 97
35 70
65 100
63 98
31 66
33 68
51 86
12 47
56 91
18 53
37 72
34 69
14 49
58 93
13 48
53 88
45 80
24 59
3 38
35 70
3 38
3 38
68 103
65 100
32 67
43 78
14 49
16 51
7 42
14 49
54 89
29 64
69 104
14 49
25 60
66 101
64 99
31 66
69 104
13 48
29 64
46 81
17 52
5 40
52 87
21 56
64 99
58 93
15 50
23 58
57 92
19 54
31 66
47 82
62 97
23 58
48 83
11 46
9 44
35 70
30 65
47 82
24 59
32 67
43 78
50 85
39 74
16 51
3 38
10 45
1 36
51 86
5 40
13 48
24 59
18 53
16 51
69 104
20 55
55 90
10 45
0 35
10 45
50 85
58 93
13 48
37 72
63 98
48 83
30 65
11 46
49 84
4 39
22 57
69 104
20 55
55 90
59 94
69 104
46 81
60 95
41 76
62 97
61 96
68 103
46 81
27 62
40 75
9 44
23 58
43 78
30 65
68 103
5 40
7 42
62 97
30 65
64 99
23 58
49 84
68 103
33 68
12 47
59 94
19 54
17 52
2 37
13 48
9 44
47 82
49 84
25 60
22 57
7 42
30 65
55 90
23 58
4 39
23 58
54 89
37 72
59 94
28 63
26 61
35 70
35 70
24 59
68 103
32 67
9 44
14 49
33 68
33 68
4 39
23 58
69 104
64 99
52 87
35 70
68 103
58 93
15 50
36 71
68 103
2 37
11 46
62 97
5 40
38 73
28 63
65 100
51 86
55 90
59 94
34 69
42 77
59 94
36 71
53 88
16 51
55 90
32 67
47 82
14 49
66 101
45 80
7 42
3 38
28 63
42 77
12 47
52 87
15 50
17 52
58 93
18 53
32 67
37 72
65 100
69 104
43 78
6 41
50 85
18 53
9 44
41 76
20 55
51 86
56 91
57 92
68 103
37 72
51 86
61 96
8 43
9 44
42 77
43 78
4 39
17 52
1 36
0 35
38 73
42 77
67 102
21 56
33 68
13 48
4 39
10 45
2 37
5 40
9 44
35 70
19 54
6 41
51 86
60 95
2 37
61 96
34 69
14 49
26 61
56 91
24 59
32 67
14 49
6 41
11 46
41 76
45 80
40 75
31 66
4 39
56 91
48 83
45 80
7 42
27 62
6 41
0 35
7 42
30 65
1 36
51 86
36 71
37 72
36 71
43 78
35 70
65 100
4 39
5 40
51 86
30 65
23 58
63 98
31 66
33 68
57 92
15 50
32 67
44 79
25 60
31 66
48 83
18 53
8 43
5 40
27 62
14 49
5 40
14 49
43 78
50 85
8 43
3 38
48 83
3 38
22 57
19 54
3 38
33 68
29 64
15 50
34 69
66 101
10 45
54 89
55 90
18 53
49 84
50 85
46 81
33 68
37 72
23 58
58 93
59 94
36 71
34 69
58 93
13 48
63 98
51 86
28 63
55 90
39 74
56 91
0 35
36 71
39 74
27 62
35 70
27 62
25 60
57 92
68 103
52 87
24 59
23 58
9 44
61 96
25 60
6 41
66 101
64 99
28 63
67 102
38 73
16 51
27 62
50 85
63 98
64 99
51 86
8 43
9 44
26 61
59 94
26 61
7 42
18 53
41 76
2 37
59 94
50 85
43 78
24 59
65 100
20 55
0 35
1 36
22 57
28 63
7 42
9 44
37 72
6 41
19 54
66 101
12 47
17 52
67 102
29 64
48 83
