Czas w sekundach;Wartość funkcji celu
0;3487
27 44
26 43
4 21
0 17
5 22
11 28
31 48
29 46
15 32
23 40
3 20
10 27
7 24
15 32
21 38
15 32
22 39
33 50
21 38
32 49
26 43
8 25
33 50
17 34
30 47
11 28
11 28
12 29
1 18
4 21
0 17
9 26
6 23
27 44
31 48
19 36
19 36
26 43
30 47
0 17
32 49
19 36
28 45
19 36
13 30
12 29
3 20
6 23
6 23
25 42
20 37
27 44
15 32
29 46
14 31
17 34
17 34
8 25
3 20
13 30
22 39
1 18
28 45
19 36
2 19
2 19
20 37
32 49
20 37
26 43
9 26
26 43
19 36
20 37
12 29
30 47
6 23
13 30
26 43
0 17
13 30
22 39
26 43
19 36
29 46
28 45
24 41
20 37
14 31
24 41
30 47
18 35
4 21
11 28
9 26
8 25
21 38
0 17
16 33
6 23
25 42
11 28
33 50
4 21
22 39
28 45
0 17
31 48
21 38
0 17
17 34
19 36
12 29
17 34
30 47
9 26
16 33
11 28
17 34
10 27
24 41
4 21
32 49
16 33
24 41
5 22
10 27
5 22
22 39
23 40
11 28
31 48
21 38
19 36
23 40
15 32
10 27
20 37
18 35
19 36
22 39
23 40
16 33
3 20
27 44
18 35
9 26
21 38
3 20
21 38
8 25
27 44
15 32
0 17
7 24
6 23
6 23
15 32
14 31
16 33
8 25
1 18
14 31
2 19
15 32
12 29
6 23
24 41
18 35
30 47
12 29
32 49
30 47
26 43
7 24
3 20
11 28
24 41
28 45
10 27
33 50
30 47
29 46
29 46
17 34
16 33
18 35
33 50
3 20
5 22
21 38
10 27
10 27
20 37
24 41
23 40
8 25
31 48
26 43
21 38
4 21
0 17
8 25
7 24
25 42
29 46
10 27
3 20
33 50
32 49
18 35
24 41
19 36
8 25
3 20
1 18
19 36
9 26
16 33
19 36
20 37
29 46
27 44
9 26
26 43
0 17
7 24
24 41
1 18
1 18
24 41
8 25
12 29
7 24
21 38
1 18
14 31
12 29
31 48
0 17
13 30
33 50
33 50
17 34
11 28
28 45
14 31
10 27
33 50
16 33
1 18
31 48
12 29
12 29
12 29
15 32
21 38
13 30
18 35
17 34
17 34
19 36
5 22
26 43
23 40
29 46
18 35
28 45
8 25
0 17
18 35
13 30
23 40
14 31
31 48
11 28
27 44
11 28
24 41
24 41
7 24
24 41
7 24
8 25
3 20
27 44
30 47
30 47
2 19
22 39
27 44
