Czas w sekundach;Wartość funkcji celu
0;43740
31 55
9 33
16 40
41 65
25 49
46 70
45 69
25 49
11 35
32 56
40 64
26 50
2 26
32 56
37 61
18 42
46 70
7 31
11 35
41 65
32 56
31 55
24 48
31 55
42 66
45 69
22 46
28 52
37 61
17 41
14 38
13 37
42 66
8 32
20 44
19 43
9 33
32 56
45 69
9 33
31 55
4 28
40 64
22 46
35 59
11 35
22 46
39 63
22 46
33 57
4 28
13 37
15 39
35 59
33 57
15 39
21 45
42 66
36 60
28 52
39 63
40 64
21 45
12 36
39 63
14 38
47 71
8 32
39 63
39 63
4 28
3 27
47 71
15 39
19 43
17 41
2 26
19 43
11 35
6 30
12 36
0 24
12 36
15 39
18 42
30 54
46 70
5 29
4 28
30 54
40 64
35 59
20 44
13 37
28 52
27 51
34 58
26 50
19 43
23 47
43 67
43 67
32 56
41 65
1 25
17 41
12 36
40 64
12 36
20 44
31 55
5 29
16 40
5 29
33 57
25 49
41 65
29 53
4 28
14 38
6 30
8 32
19 43
46 70
31 55
42 66
38 62
13 37
32 56
10 34
37 61
46 70
45 69
11 35
39 63
5 29
5 29
14 38
45 69
15 39
26 50
36 60
2 26
31 55
36 60
14 38
28 52
3 27
23 47
30 54
26 50
23 47
1 25
30 54
37 61
16 40
46 70
32 56
8 32
29 53
4 28
36 60
29 53
36 60
21 45
8 32
27 51
29 53
5 29
45 69
16 40
6 30
31 55
27 51
10 34
13 37
6 30
18 42
15 39
30 54
21 45
15 39
32 56
33 57
26 50
1 25
31 55
20 44
37 61
34 58
45 69
5 29
33 57
17 41
42 66
26 50
10 34
25 49
23 47
40 64
18 42
22 46
19 43
17 41
20 44
33 57
38 62
26 50
47 71
39 63
44 68
28 52
41 65
31 55
36 60
43 67
27 51
31 55
41 65
42 66
47 71
11 35
30 54
17 41
24 48
34 58
13 37
40 64
35 59
26 50
14 38
46 70
35 59
20 44
12 36
27 51
28 52
40 64
27 51
18 42
6 30
2 26
19 43
18 42
32 56
7 31
38 62
17 41
22 46
33 57
35 59
38 62
47 71
31 55
29 53
15 39
42 66
20 44
8 32
27 51
21 45
36 60
46 70
21 45
19 43
22 46
31 55
1 25
19 43
32 56
36 60
20 44
4 28
36 60
8 32
15 39
34 58
36 60
6 30
32 56
17 41
3 27
6 30
17 41
12 36
17 41
42 66
1 25
23 47
28 52
12 36
39 63
22 46
32 56
45 69
46 70
5 29
13 37
7 31
22 46
20 44
21 45
1 25
27 51
1 25
44 68
31 55
10 34
23 47
47 71
32 56
9 33
16 40
10 34
22 46
26 50
27 51
17 41
37 61
44 68
23 47
27 51
23 47
21 45
3 27
20 44
38 62
31 55
21 45
47 71
35 59
32 56
17 41
16 40
44 68
46 70
25 49
27 51
4 28
34 58
0 24
47 71
39 63
13 37
46 70
43 67
6 30
45 69
27 51
18 42
10 34
18 42
13 37
43 67
8 32
20 44
16 40
31 55
17 41
39 63
42 66
12 36
30 54
36 60
10 34
46 70
25 49
19 43
46 70
39 63
3 27
40 64
30 54
41 65
1 25
1 25
37 61
8 32
17 41
22 46
32 56
36 60
42 66
32 56
3 27
43 67
23 47
46 70
34 58
34 58
26 50
1 25
24 48
11 35
10 34
6 30
2 26
19 43
31 55
39 63
8 32
7 31
42 66
17 41
2 26
26 50
33 57
27 51
1 25
0 24
8 32
29 53
35 59
33 57
2 26
30 54
45 69
35 59
35 59
41 65
30 54
42 66
5 29
19 43
3 27
32 56
2 26
10 34
43 67
3 27
17 41
23 47
1 25
47 71
26 50
1 25
1 25
4 28
35 59
40 64
12 36
15 39
1 25
16 40
1 25
4 28
42 66
43 67
3 27
4 28
3 27
13 37
3 27
40 64
18 42
47 71
3 27
24 48
31 55
20 44
5 29
9 33
47 71
7 31
12 36
21 45
28 52
15 39
22 46
36 60
30 54
23 47
31 55
14 38
24 48
8 32
30 54
35 59
30 54
3 27
11 35
4 28
31 55
29 53
2 26
27 51
24 48
3 27
39 63
14 38
27 51
38 62
39 63
40 64
20 44
20 44
14 38
23 47
43 67
16 40
39 63
6 30
33 57
47 71
39 63
15 39
2 26
19 43
26 50
46 70
22 46
18 42
13 37
41 65
6 30
20 44
28 52
46 70
45 69
44 68
42 66
31 55
10 34
42 66
1 25
17 41
32 56
18 42
31 55
44 68
44 68
17 41
20 44
39 63
17 41
20 44
11 35
39 63
19 43
42 66
1 25
44 68
11 35
43 67
36 60
29 53
34 58
3 27
34 58
15 39
17 41
3 27
43 67
33 57
30 54
31 55
2 26
34 58
41 65
12 36
25 49
7 31
32 56
9 33
9 33
38 62
22 46
44 68
7 31
20 44
1 25
24 48
39 63
32 56
17 41
31 55
42 66
8 32
5 29
18 42
32 56
13 37
47 71
8 32
5 29
0 24
29 53
24 48
31 55
29 53
17 41
17 41
28 52
3 27
38 62
14 38
46 70
7 31
36 60
42 66
32 56
39 63
24 48
45 69
26 50
26 50
24 48
10 34
3 27
12 36
27 51
44 68
33 57
45 69
2 26
35 59
23 47
26 50
13 37
23 47
42 66
19 43
32 56
14 38
46 70
42 66
46 70
37 61
40 64
10 34
3 27
5 29
46 70
32 56
32 56
22 46
33 57
14 38
20 44
37 61
24 48
30 54
30 54
41 65
35 59
30 54
35 59
5 29
33 57
37 61
17 41
23 47
40 64
19 43
8 32
38 62
35 59
17 41
18 42
13 37
32 56
6 30
43 67
44 68
27 51
31 55
12 36
8 32
20 44
31 55
20 44
0 24
41 65
14 38
16 40
13 37
30 54
39 63
42 66
11 35
13 37
9 33
4 28
7 31
9 33
18 42
12 36
5 29
4 28
24 48
34 58
17 41
5 29
47 71
39 63
46 70
44 68
30 54
29 53
14 38
38 62
36 60
45 69
36 60
15 39
22 46
12 36
20 44
34 58
13 37
33 57
16 40
4 28
6 30
33 57
33 57
41 65
9 33
7 31
11 35
14 38
0 24
18 42
40 64
27 51
27 51
30 54
46 70
9 33
41 65
26 50
33 57
34 58
43 67
23 47
1 25
12 36
29 53
27 51
4 28
24 48
41 65
31 55
44 68
16 40
27 51
25 49
15 39
18 42
16 40
23 47
19 43
42 66
27 51
26 50
13 37
3 27
22 46
38 62
0 24
21 45
40 64
9 33
18 42
12 36
26 50
12 36
32 56
27 51
14 38
36 60
30 54
10 34
31 55
10 34
38 62
3 27
34 58
32 56
23 47
35 59
26 50
7 31
8 32
47 71
22 46
38 62
37 61
44 68
29 53
6 30
23 47
30 54
36 60
40 64
36 60
2 26
35 59
0 24
33 57
34 58
24 48
14 38
26 50
13 37
13 37
41 65
3 27
14 38
32 56
43 67
35 59
20 44
18 42
4 28
13 37
17 41
15 39
30 54
18 42
6 30
24 48
14 38
39 63
24 48
16 40
29 53
7 31
6 30
7 31
17 41
6 30
40 64
40 64
16 40
31 55
18 42
37 61
44 68
5 29
27 51
35 59
26 50
3 27
18 42
26 50
32 56
19 43
15 39
37 61
11 35
28 52
3 27
42 66
24 48
8 32
10 34
4 28
20 44
43 67
42 66
30 54
22 46
5 29
45 69
9 33
9 33
23 47
7 31
6 30
31 55
16 40
24 48
8 32
40 64
29 53
36 60
23 47
32 56
10 34
39 63
45 69
4 28
24 48
32 56
16 40
35 59
38 62
30 54
37 61
35 59
32 56
8 32
33 57
0 24
34 58
22 46
2 26
17 41
20 44
40 64
8 32
36 60
40 64
2 26
27 51
10 34
32 56
37 61
42 66
8 32
33 57
38 62
19 43
31 55
32 56
6 30
16 40
34 58
32 56
31 55
7 31
1 25
42 66
1 25
0 24
13 37
40 64
39 63
12 36
8 32
38 62
7 31
12 36
38 62
16 40
20 44
11 35
47 71
2 26
37 61
5 29
38 62
45 69
30 54
23 47
23 47
18 42
43 67
13 37
46 70
39 63
47 71
5 29
18 42
29 53
24 48
4 28
46 70
36 60
30 54
45 69
19 43
47 71
16 40
39 63
45 69
23 47
2 26
37 61
39 63
8 32
40 64
21 45
39 63
6 30
20 44
6 30
37 61
9 33
11 35
44 68
0 24
8 32
40 64
16 40
7 31
5 29
29 53
36 60
44 68
19 43
32 56
10 34
31 55
2 26
25 49
40 64
0 24
