Czas w sekundach;Wartość funkcji celu
0;3648
1;1667
2;1667
3;1667
4;1667
5;1667
6;1667
7;1667
8;1667
9;1667
10;1667
11;1667
12;1667
13;1667
14;1667
15;1667
16;1667
17;1667
18;1667
19;1667
20;1667
21;1667
22;1667
23;1667
24;1667
25;1667
26;1667
27;1667
28;1667
29;1667
30;1667
31;1667
32;1667
33;1667
34;1667
35;1667
36;1667
37;1667
38;1667
39;1667
40;1667
41;1667
42;1667
43;1667
44;1667
45;1667
46;1667
47;1667
48;1667
49;1667
50;1667
51;1667
52;1667
53;1667
54;1667
55;1667
56;1667
57;1667
58;1667
59;1667
60;1667
60;1667
