Czas w sekundach;Wartość funkcji celu
0;2443
1;2346
2;2206
3;2206
4;2206
5;2206
6;2206
7;2206
8;2206
9;2206
10;2206
11;2206
12;2206
13;2206
14;2206
15;2206
16;2206
17;2206
18;2206
19;2206
20;2206
21;2206
22;2206
23;2206
24;2206
25;2206
26;2206
27;2206
28;2206
29;2206
30;2206
31;2206
32;2206
33;2206
34;2206
35;2206
36;2206
37;2206
38;2206
39;2206
40;2206
41;2206
42;2206
43;2206
44;2206
45;2206
46;2206
47;2206
48;2206
49;2206
50;2206
51;2206
52;2206
53;2206
54;2206
55;2206
56;2206
57;2206
58;2206
59;2206
60;2206
60;2206
