Czas w sekundach;Wartość funkcji celu
0;7620
1;6213
2;6213
3;6213
4;6213
5;6213
6;6213
7;6213
8;6213
9;6213
10;6078
11;5740
12;5740
13;5740
14;5740
15;5740
16;5740
17;5740
18;5740
19;5740
20;5740
21;5740
22;5740
23;5740
24;5740
25;5740
26;5740
27;5740
28;5740
29;5740
30;5740
31;5740
32;5740
33;5740
34;5740
35;5740
36;5740
37;5740
38;5740
39;5740
40;5740
41;5740
42;5740
43;5740
44;5740
45;5740
46;5740
47;5740
48;5740
49;5740
50;5740
51;5740
52;5740
53;5740
54;5740
55;5740
56;5740
57;5740
58;5740
59;5740
60;5740
