Czas w sekundach;Wartość funkcji celu
0;4685
1;4685
2;4685
3;4685
4;4685
5;4685
6;4685
7;4685
8;4685
9;4685
10;4685
11;4685
12;4685
13;4685
14;4685
15;4685
16;4685
17;4685
18;4685
19;4685
20;4685
21;4685
22;4685
23;4685
24;4685
25;4685
26;4685
27;4685
28;4685
29;4685
30;4685
31;4685
32;4685
33;4685
34;4685
35;4685
36;4685
37;4685
38;4685
39;4685
40;4685
41;4685
42;4685
43;4685
44;4685
45;4685
46;4685
47;4685
48;4685
49;4685
50;4685
51;4685
52;4685
53;4685
54;4685
55;4685
56;4685
57;4685
58;4685
59;4685
60;4685
