Czas w sekundach;Wartość funkcji celu
0;3585
1;2711
2;2711
3;2711
4;2438
5;2438
6;2438
7;2438
8;2438
9;2438
10;2438
11;2438
12;2438
13;2438
14;2438
15;2438
16;2438
17;2438
18;2438
19;2438
20;2438
21;2438
22;2438
23;2438
24;2438
25;2438
26;2438
27;2438
28;2438
29;2438
30;2438
31;2438
32;2438
33;2438
34;2438
35;2438
36;2438
37;2438
38;2438
39;2438
40;2438
41;2438
42;2438
43;2438
44;2438
45;2438
46;2438
47;2438
48;2438
49;2438
50;2438
51;2438
52;2438
53;2438
54;2438
55;2438
56;2438
57;2438
58;2438
59;2438
60;2438
60;2438
