Czas w sekundach;Wartość funkcji celu
0;3353
1;2304
2;1635
3;1635
4;1635
5;1635
6;1635
7;1635
8;1635
9;1635
10;1635
11;1635
12;1635
13;1635
14;1635
15;1635
16;1635
17;1635
18;1635
19;1635
20;1635
21;1635
22;1635
23;1635
24;1635
25;1635
26;1635
27;1635
28;1635
29;1635
30;1635
31;1635
32;1635
33;1635
34;1635
35;1635
36;1635
37;1635
38;1635
39;1635
40;1635
41;1635
42;1635
43;1635
44;1635
45;1635
46;1635
47;1635
48;1635
49;1635
50;1635
51;1635
52;1635
53;1635
54;1635
55;1635
56;1635
57;1635
58;1635
59;1635
60;1635
60;1635
